# time 0
-136.85	-126.80	-126.80	-136.85	-116.16	-125.73	-116.45	-126.07	-104.89	-113.97	-105.39	-114.49	-92.99	-101.46	-93.59	-102.06	-80.41	-88.14	-81.02	-88.70	-67.14	-73.92	-67.67	-74.39	-53.15	-58.77	-53.57	-59.13	-38.49	-42.71	-38.79	-42.97	-23.29	-25.88	-23.46	-26.08	-7.72	-8.54	-7.78	-8.70	7.98	8.72	8.03	8.87	23.56	26.09	23.73	26.28	38.78	42.96	39.06	43.21	53.44	59.05	53.84	59.40	67.40	74.21	67.93	74.67	80.64	88.40	81.24	88.96	93.15	101.67	93.75	102.26	104.98	114.09	105.48	114.62	116.19	125.78	116.47	126.12	126.80	136.85	126.80	136.85	149.57	149.57	149.57	149.57	131.65	131.63	131.99	131.94	113.82	113.79	114.41	114.33	96.10	96.07	96.82	96.75	78.47	78.45	79.24	79.18	60.92	60.94	61.65	61.61	43.46	43.49	44.06	44.05	26.06	26.11	26.46	26.47	8.74	8.87	-8.62	-8.75	-25.91	-25.99	-26.31	-26.35	-43.33	-43.38	-43.94	-43.93	-60.83	-60.83	-61.56	-61.51	-78.39	-78.37	-79.17	-79.09	-96.05	-96.00	-96.77	-96.68	-113.79	-113.74	-114.38	-114.28	-131.63	-131.61	-131.98	-131.92	-149.57	-149.57	-149.57	-149.57	-126.80	-136.85	-116.68	-126.41	-105.86	-115.03	-94.19	-102.65	-81.63	-89.26	-68.21	-74.85	-53.99	-59.47	-39.08	-43.22	-23.63	-26.27	-7.83	-8.85	8.08	9.02	23.89	26.47	39.36	43.46	54.26	59.73	68.46	75.12	81.84	89.51	94.34	102.85	105.94	115.15	116.70	126.46	126.80	136.85	149.57	149.57	132.32	132.23	114.98	114.85	97.54	97.40	80.00	79.87	62.37	62.27	44.66	44.58	26.87	26.81	8.98	-8.87	-26.72	-26.69	-44.54	-44.46	-62.28	-62.16	-79.93	-79.78	-97.49	-97.33	-114.95	-114.80	-132.31	-132.20	-149.57	-149.57	
0.00	0.00	19.55	19.55	0.47	0.38	19.99	19.90	1.11	0.99	20.63	20.52	1.88	1.81	21.41	21.34	2.72	2.75	22.25	22.29	3.57	3.75	23.10	23.29	4.36	4.70	23.90	24.23	5.03	5.49	24.56	25.02	5.51	6.02	25.05	25.55	5.76	6.21	25.30	25.76	5.76	6.21	25.30	25.77	5.52	6.04	25.05	25.56	5.04	5.51	24.58	25.04	4.37	4.73	23.91	24.25	3.58	3.77	23.12	23.31	2.73	2.77	22.26	22.30	1.89	1.82	21.41	21.35	1.11	1.00	20.64	20.53	0.47	0.38	19.99	19.90	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.56	0.62	20.08	20.14	1.35	1.47	20.87	20.99	2.30	2.48	21.82	22.01	3.31	3.56	22.84	23.10	4.30	4.62	23.83	24.17	5.17	5.57	24.71	25.11	5.83	6.30	25.37	25.85	6.74	26.28	6.73	26.27	5.82	6.29	25.36	25.84	5.16	5.55	24.69	25.10	4.29	4.61	23.82	24.15	3.31	3.55	22.83	23.09	2.30	2.47	21.82	22.00	1.35	1.47	20.87	20.99	0.56	0.62	20.08	20.14	0.00	0.00	19.55	19.55	39.10	39.10	39.56	39.47	40.20	40.07	40.96	40.88	41.80	41.83	42.64	42.83	43.42	43.77	44.08	44.55	44.57	45.08	44.83	45.28	44.83	45.28	44.58	45.09	44.10	44.57	43.44	43.79	42.65	42.84	41.81	41.84	40.97	40.89	40.20	40.08	39.56	39.47	39.10	39.10	39.10	39.10	39.65	39.70	40.43	40.54	41.37	41.55	42.37	42.64	43.36	43.70	44.22	44.64	44.89	45.37	45.79	45.78	44.87	45.35	44.21	44.62	43.34	43.68	42.36	42.62	41.36	41.54	40.43	40.54	39.65	39.69	39.10	39.10	
-0.00	-7.34	-7.34	-0.00	6.16	14.03	6.05	13.93	18.94	27.40	18.72	27.20	30.88	39.96	30.52	39.64	41.80	51.54	41.28	51.07	51.48	61.91	50.79	61.26	59.66	70.77	58.82	69.95	66.06	77.78	65.13	76.84	70.41	82.59	69.48	81.64	72.50	84.92	71.72	84.12	72.55	84.97	71.76	84.17	70.57	82.76	69.63	81.80	66.30	78.03	65.35	77.07	59.94	71.05	59.08	70.21	51.76	62.17	51.05	61.51	42.04	51.75	41.51	51.27	31.06	40.10	30.69	39.77	19.05	27.47	18.82	27.26	6.20	14.05	6.09	13.95	-7.34	-0.00	-7.34	-0.00	98.37	84.68	84.68	98.37	84.73	98.35	84.63	98.31	84.70	98.35	84.53	98.21	84.67	98.33	84.41	98.08	84.65	98.33	84.29	97.97	84.66	98.36	84.20	97.88	84.72	98.43	84.16	97.83	84.82	98.55	84.15	97.82	98.69	97.84	98.64	97.79	84.73	98.45	84.06	97.73	84.60	98.31	84.05	97.72	84.55	98.24	84.10	97.77	84.56	98.23	84.21	97.88	84.60	98.26	84.35	98.02	84.67	98.31	84.50	98.17	84.71	98.33	84.62	98.29	84.68	98.37	84.68	98.37	-7.34	-0.00	5.93	13.84	18.50	27.01	30.17	39.35	40.77	50.63	50.11	60.64	57.99	69.15	64.21	75.91	68.59	80.70	70.97	83.33	71.01	83.37	68.73	80.86	64.42	76.14	58.24	69.40	50.36	60.87	40.98	50.81	30.33	39.46	18.59	27.06	5.97	13.84	-7.34	-0.00	84.68	98.37	84.52	98.31	84.35	98.10	84.14	97.85	83.93	97.61	83.75	97.39	83.60	97.21	83.48	97.07	96.96	96.91	83.39	96.97	83.49	97.10	83.65	97.29	83.85	97.52	84.09	97.79	84.32	98.06	84.51	98.30	84.68	98.37	
# end
# time 3
-136.85	-126.80	-126.80	-136.85	-116.01	-125.54	-116.44	-126.04	-104.61	-113.65	-105.36	-114.44	-92.63	-101.08	-93.54	-101.97	-80.04	-87.75	-80.95	-88.60	-66.79	-73.58	-67.58	-74.29	-52.86	-58.50	-53.48	-59.04	-38.27	-42.51	-38.71	-42.90	-23.13	-25.72	-23.39	-26.02	-7.62	-8.42	-7.71	-8.65	8.02	8.69	8.10	8.91	23.55	26.04	23.80	26.32	38.71	42.88	39.13	43.26	53.29	58.92	53.90	59.44	67.19	74.01	67.97	74.70	80.38	88.14	81.27	88.98	92.88	101.38	93.77	102.27	104.75	113.84	105.49	114.63	116.06	125.62	116.48	126.12	126.80	136.85	126.80	136.85	149.57	149.57	149.57	149.57	131.48	131.45	131.99	131.91	113.54	113.49	114.42	114.29	95.76	95.71	96.84	96.72	78.12	78.10	79.27	79.18	60.61	60.63	61.69	61.65	43.21	43.27	44.11	44.10	25.91	25.99	26.51	26.53	8.73	8.91	-8.55	-8.74	-25.68	-25.81	-26.29	-26.35	-43.02	-43.10	-43.92	-43.93	-60.46	-60.48	-61.55	-61.49	-78.01	-77.97	-79.16	-79.05	-95.68	-95.61	-96.77	-96.62	-113.50	-113.42	-114.37	-114.22	-131.46	-131.41	-131.97	-131.87	-149.57	-149.57	-149.57	-149.57	-126.80	-136.85	-116.79	-126.56	-106.07	-115.24	-94.43	-102.86	-81.85	-89.43	-68.39	-74.97	-54.12	-59.55	-39.15	-43.27	-23.65	-26.31	-7.79	-8.88	8.16	9.13	24.04	26.61	39.56	43.62	54.53	59.94	68.77	75.37	82.17	89.80	94.65	103.16	106.19	115.42	116.82	126.64	126.80	136.85	149.57	149.57	132.49	132.34	115.27	115.07	97.91	97.70	80.41	80.22	62.77	62.62	45.00	44.89	27.11	27.03	9.08	-8.91	-26.90	-26.85	-44.82	-44.72	-62.62	-62.46	-80.30	-80.09	-97.83	-97.59	-115.22	-114.99	-132.46	-132.31	-149.57	-149.57	
0.00	0.00	19.55	19.55	0.70	0.57	20.21	20.08	1.66	1.49	21.17	21.00	2.82	2.70	22.32	22.22	4.08	4.12	23.58	23.64	5.35	5.61	24.86	25.13	6.53	7.03	26.04	26.54	7.52	8.21	27.03	27.71	8.24	8.99	27.75	28.50	8.61	9.28	28.13	28.82	8.61	9.29	28.13	28.83	8.25	9.03	27.77	28.53	7.55	8.26	27.06	27.75	6.55	7.08	26.06	26.58	5.37	5.65	24.88	25.17	4.10	4.15	23.60	23.67	2.83	2.73	22.34	22.24	1.67	1.50	21.17	21.01	0.70	0.57	20.21	20.08	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.85	0.93	20.34	20.43	2.03	2.20	21.53	21.70	3.45	3.71	22.95	23.22	4.96	5.32	24.47	24.84	6.43	6.90	25.94	26.43	7.72	8.31	27.24	27.84	8.70	9.41	28.23	28.94	10.06	29.58	10.05	29.57	8.69	9.38	28.21	28.91	7.70	8.28	27.22	27.81	6.41	6.87	25.92	26.40	4.95	5.30	24.45	24.82	3.45	3.70	22.94	23.20	2.03	2.20	21.53	21.69	0.85	0.94	20.35	20.43	0.00	0.00	19.55	19.55	39.10	39.10	39.79	39.64	40.73	40.54	41.87	41.75	43.11	43.17	44.37	44.65	45.54	46.05	46.52	47.21	47.24	48.00	47.64	48.29	47.64	48.31	47.26	48.03	46.55	47.25	45.57	46.09	44.40	44.69	43.14	43.20	41.88	41.77	40.74	40.56	39.79	39.65	39.10	39.10	39.10	39.10	39.92	39.99	41.08	41.25	42.48	42.75	43.97	44.36	45.44	45.94	46.73	47.34	47.72	48.42	49.05	49.04	47.69	48.40	46.70	47.31	45.41	45.91	43.95	44.34	42.46	42.73	41.08	41.24	39.92	39.98	39.10	39.10	
-0.00	-7.34	-7.34	-0.00	6.19	14.07	6.03	13.93	18.98	27.46	18.65	27.16	30.93	40.02	30.40	39.55	41.86	51.60	41.09	50.91	51.57	61.99	50.54	61.03	59.78	70.87	58.53	69.66	66.20	77.90	64.80	76.51	70.53	82.70	69.14	81.29	72.54	84.96	71.38	83.77	72.61	85.04	71.44	83.84	70.77	82.96	69.36	81.53	66.56	78.28	65.14	76.86	60.20	71.30	58.92	70.05	51.99	62.39	50.93	61.40	42.22	51.92	41.43	51.20	31.20	40.23	30.65	39.74	19.15	27.57	18.81	27.25	6.26	14.10	6.09	13.95	-7.34	-0.00	-7.34	-0.00	98.37	84.68	84.68	98.37	84.73	98.32	84.60	98.26	84.67	98.29	84.42	98.09	84.60	98.25	84.22	97.89	84.55	98.23	84.03	97.70	84.56	98.26	83.89	97.56	84.65	98.37	83.82	97.48	84.81	98.55	83.81	97.47	98.76	97.49	98.69	97.42	84.66	98.39	83.67	97.33	84.47	98.19	83.66	97.32	84.40	98.09	83.74	97.40	84.42	98.09	83.91	97.57	84.50	98.15	84.14	97.80	84.61	98.23	84.38	98.04	84.71	98.30	84.59	98.24	84.68	98.37	84.68	98.37	-7.34	-0.00	5.85	13.79	18.33	26.89	29.87	39.11	40.33	50.25	49.53	60.09	57.29	68.46	63.44	75.13	67.81	79.90	70.27	82.59	70.33	82.66	68.02	80.12	63.76	75.46	57.66	68.83	49.90	60.45	40.65	50.52	30.11	39.29	18.47	26.96	5.90	13.79	-7.34	-0.00	84.68	98.37	84.43	98.28	84.16	97.94	83.83	97.55	83.51	97.18	83.23	96.85	83.00	96.57	82.82	96.35	96.19	96.12	82.69	96.22	82.85	96.41	83.09	96.70	83.40	97.06	83.76	97.47	84.13	97.89	84.43	98.26	84.68	98.37	
# end
# END
