# time 0
-136.85	-126.80	-126.80	-136.85	-116.46	-126.10	-116.46	-126.10	-105.42	-114.55	-105.42	-114.55	-93.65	-102.15	-93.65	-102.15	-81.10	-88.83	-81.10	-88.83	-67.77	-74.54	-67.77	-74.54	-53.68	-59.29	-53.68	-59.29	-38.91	-43.13	-38.91	-43.13	-23.59	-26.22	-23.59	-26.22	-7.90	-8.80	-7.90	-8.80	7.90	8.80	7.90	8.80	23.59	26.22	23.59	26.22	38.91	43.13	38.91	43.13	53.68	59.29	53.68	59.29	67.77	74.54	67.77	74.54	81.10	88.83	81.10	88.83	93.65	102.15	93.65	102.15	105.42	114.55	105.42	114.55	116.46	126.10	116.46	126.10	126.80	136.85	126.80	136.85	149.57	149.57	149.57	149.57	131.98	131.98	131.98	131.98	114.38	114.38	114.38	114.38	96.78	96.78	96.78	96.78	79.19	79.19	79.19	79.19	61.59	61.59	61.59	61.59	43.99	43.99	43.99	43.99	26.40	26.40	26.40	26.40	8.80	8.80	-8.80	-8.80	-26.40	-26.40	-26.40	-26.40	-43.99	-43.99	-43.99	-43.99	-61.59	-61.59	-61.59	-61.59	-79.19	-79.19	-79.19	-79.19	-96.78	-96.78	-96.78	-96.78	-114.38	-114.38	-114.38	-114.38	-131.98	-131.98	-131.98	-131.98	-149.57	-149.57	-149.57	-149.57	-126.80	-136.85	-116.46	-126.10	-105.42	-114.55	-93.65	-102.15	-81.10	-88.83	-67.77	-74.54	-53.68	-59.29	-38.91	-43.13	-23.59	-26.22	-7.90	-8.80	7.90	8.80	23.59	26.22	38.91	43.13	53.68	59.29	67.77	74.54	81.10	88.83	93.65	102.15	105.42	114.55	116.46	126.10	126.80	136.85	149.57	149.57	131.98	131.98	114.38	114.38	96.78	96.78	79.19	79.19	61.59	61.59	43.99	43.99	26.40	26.40	8.80	-8.80	-26.40	-26.40	-43.99	-43.99	-61.59	-61.59	-79.19	-79.19	-96.78	-96.78	-114.38	-114.38	-131.98	-131.98	-149.57	-149.57	
0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	19.55	0.00	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	39.10	
-0.00	-7.34	-7.34	-0.00	6.08	13.94	6.08	13.94	18.80	27.24	18.80	27.24	30.67	39.75	30.67	39.75	41.51	51.26	41.51	51.26	51.11	61.54	51.11	61.54	59.22	70.33	59.22	70.33	65.60	77.31	65.60	77.31	70.02	82.18	70.02	82.18	72.27	84.68	72.27	84.68	72.27	84.68	72.27	84.68	70.02	82.18	70.02	82.18	65.60	77.31	65.60	77.31	59.22	70.33	59.22	70.33	51.11	61.54	51.11	61.54	41.51	51.26	41.51	51.26	30.67	39.75	30.67	39.75	18.80	27.24	18.80	27.24	6.08	13.94	6.08	13.94	-7.34	-0.00	-7.34	-0.00	98.37	84.68	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	98.37	98.37	98.37	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	-7.34	-0.00	6.08	13.94	18.80	27.24	30.67	39.75	41.51	51.26	51.11	61.54	59.22	70.33	65.60	77.31	70.02	82.18	72.27	84.68	72.27	84.68	70.02	82.18	65.60	77.31	59.22	70.33	51.11	61.54	41.51	51.26	30.67	39.75	18.80	27.24	6.08	13.94	-7.34	-0.00	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	98.37	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	84.68	98.37	
# end
# time 1
-136.85	-126.80	-126.80	-136.85	-116.31	-125.92	-116.45	-126.09	-105.16	-114.27	-105.41	-114.53	-93.33	-101.82	-93.63	-102.12	-80.77	-88.50	-81.07	-88.78	-67.47	-74.24	-67.73	-74.48	-53.42	-59.03	-53.63	-59.21	-38.71	-42.92	-38.85	-43.05	-23.44	-26.05	-23.53	-26.15	-7.81	-8.67	-7.84	-8.75	7.94	8.76	7.97	8.83	23.58	26.15	23.66	26.25	38.85	43.04	38.99	43.17	53.57	59.17	53.77	59.35	67.60	74.39	67.86	74.62	80.88	88.63	81.18	88.91	93.41	101.92	93.71	102.22	105.21	114.33	105.45	114.60	116.33	125.94	116.47	126.11	126.80	136.85	126.80	136.85	149.57	149.57	149.57	149.57	131.81	131.81	131.99	131.96	114.10	114.09	114.39	114.36	96.44	96.43	96.80	96.77	78.82	78.82	79.21	79.18	61.25	61.26	61.62	61.59	43.72	43.73	44.02	44.01	26.22	26.24	26.42	26.42	8.77	8.83	-8.71	-8.77	-26.15	-26.18	-26.35	-26.37	-43.66	-43.68	-43.96	-43.96	-61.20	-61.20	-61.57	-61.54	-78.79	-78.77	-79.17	-79.13	-96.41	-96.39	-96.78	-96.73	-114.09	-114.07	-114.38	-114.34	-131.81	-131.80	-131.98	-131.95	-149.57	-149.57	-149.57	-149.57	-126.80	-136.85	-116.57	-126.26	-105.65	-114.80	-93.92	-102.42	-81.37	-89.06	-68.00	-74.70	-53.84	-59.38	-39.00	-43.18	-23.61	-26.24	-7.87	-8.82	7.99	8.91	23.74	26.34	39.14	43.29	53.98	59.51	68.13	74.84	81.48	89.18	94.00	102.51	105.69	114.86	116.58	126.28	126.80	136.85	149.57	149.57	132.15	132.11	114.68	114.62	97.16	97.09	79.59	79.53	61.98	61.92	44.32	44.28	26.63	26.59	8.89	-8.83	-26.56	-26.54	-44.26	-44.22	-61.93	-61.87	-79.56	-79.48	-97.14	-97.06	-114.67	-114.59	-132.14	-132.10	-149.57	-149.57	
0.00	0.00	19.55	19.55	0.23	0.19	19.77	19.73	0.55	0.49	20.09	20.04	0.94	0.90	20.48	20.44	1.36	1.38	20.90	20.92	1.78	1.87	21.33	21.42	2.18	2.35	21.73	21.90	2.51	2.74	22.06	22.29	2.75	3.01	22.30	22.55	2.88	3.11	22.43	22.66	2.88	3.11	22.43	22.67	2.76	3.01	22.31	22.56	2.51	2.75	22.06	22.30	2.18	2.36	21.73	21.90	1.79	1.88	21.33	21.43	1.36	1.38	20.91	20.93	0.94	0.91	20.48	20.45	0.55	0.50	20.09	20.04	0.23	0.19	19.77	19.73	0.00	0.00	19.55	19.55	0.00	0.00	19.55	19.55	0.28	0.31	19.81	19.84	0.67	0.73	20.21	20.27	1.15	1.24	20.69	20.78	1.65	1.78	21.20	21.33	2.15	2.31	21.70	21.86	2.58	2.79	22.13	22.34	2.91	3.15	22.47	22.71	3.37	22.92	3.37	22.92	2.91	3.15	22.46	22.70	2.58	2.78	22.13	22.34	2.15	2.31	21.69	21.86	1.65	1.78	21.20	21.32	1.15	1.24	20.69	20.78	0.67	0.73	20.21	20.27	0.28	0.31	19.81	19.84	0.00	0.00	19.55	19.55	39.10	39.10	39.33	39.29	39.65	39.59	40.03	40.00	40.45	40.47	40.88	40.97	41.27	41.44	41.60	41.84	41.84	42.10	41.97	42.20	41.97	42.20	41.85	42.11	41.61	41.84	41.28	41.45	40.88	40.97	40.46	40.47	40.04	40.00	39.65	39.59	39.33	39.29	39.10	39.10	39.10	39.10	39.38	39.40	39.77	39.83	40.24	40.33	40.74	40.88	41.24	41.41	41.67	41.88	42.00	42.25	42.46	42.46	42.00	42.24	41.67	41.88	41.23	41.40	40.74	40.87	40.23	40.33	39.77	39.82	39.38	39.40	39.10	39.10	
-0.00	-7.34	-7.34	-0.00	6.12	13.99	6.07	13.94	18.88	27.33	18.77	27.23	30.79	39.87	30.61	39.71	41.68	51.43	41.42	51.19	51.33	61.76	50.98	61.44	59.48	70.59	59.06	70.18	65.86	77.58	65.40	77.11	70.24	82.41	69.78	81.94	72.41	84.83	72.02	84.43	72.43	84.85	72.04	84.45	70.32	82.50	69.85	82.02	65.98	77.70	65.51	77.23	59.61	70.72	59.18	70.31	51.46	61.89	51.11	61.56	41.80	51.53	41.54	51.29	30.88	39.94	30.70	39.77	18.93	27.36	18.82	27.26	6.14	14.00	6.09	13.95	-7.34	-0.00	-7.34	-0.00	98.37	84.68	84.68	98.37	84.71	98.37	84.66	98.34	84.71	98.37	84.62	98.30	84.70	98.37	84.56	98.25	84.69	98.38	84.51	98.19	84.70	98.40	84.47	98.15	84.73	98.43	84.45	98.13	84.78	98.49	84.44	98.12	98.56	98.13	98.53	98.11	84.73	98.44	84.39	98.08	84.67	98.37	84.39	98.07	84.65	98.34	84.42	98.10	84.65	98.33	84.47	98.15	84.67	98.34	84.53	98.21	84.69	98.35	84.60	98.28	84.71	98.36	84.66	98.34	84.68	98.37	84.68	98.37	-7.34	-0.00	6.01	13.89	18.66	27.13	30.44	39.56	41.16	50.97	50.64	61.12	58.64	69.77	64.94	76.64	69.32	81.47	71.64	84.03	71.66	84.05	69.39	81.54	65.04	76.76	58.76	69.90	50.76	61.24	41.27	51.06	30.52	39.62	18.70	27.16	6.03	13.89	-7.34	-0.00	84.68	98.37	84.60	98.34	84.52	98.24	84.42	98.12	84.32	98.01	84.24	97.90	84.16	97.81	84.10	97.74	97.69	97.67	84.05	97.69	84.11	97.76	84.18	97.85	84.28	97.96	84.40	98.09	84.51	98.22	84.60	98.34	84.68	98.37	
# end
# time 2
